Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Tipo Agregado
Apartamento;Botafogo;1;0;0;53;1600.0;770.0;70.0;2440.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;168;3500.0;2138.0;401.0;6039.0;Apartamento
Apartamento;Tijuca;2;0;1;48;1700.0;700.0;0.0;2400.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900.0;149.0;3849.0;Apartamento
Apartamento;Ipanema;2;0;0;73;3000.0;700.0;190.0;3890.0;Apartamento
Apartamento;Leblon;2;1;0;73;3800.0;1100.0;210.0;5110.0;Apartamento
Apartamento;Copacabana;1;0;1;50;2500.0;516.0;25.0;3041.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0;5284.0;Apartamento
Apartamento;Copacabana;2;0;0;79;3500.0;960.0;171.0;4631.0;Apartamento
Apartamento;Copacabana;4;1;1;280;8500.0;1748.0;664.0;10912.0;Apartamento
Apartamento;Flamengo;3;2;1;286;6500.0;2500.0;0.0;9000.0;Apartamento
Apartamento;Ipanema;3;1;1;160;4000.0;1250.0;2.0;5252.0;Apartamento
Apartamento;Tijuca;3;2;1;109;2500.0;742.0;105.0;3347.0;Apartamento
Apartamento;Copacabana;1;0;0;30;1300.0;400.0;25.0;1725.0;Apartamento
Apartamento;Ipanema;3;2;1;160;10000.0;1800.0;764.0;12564.0;Apartamento
Apartamento;Botafogo;3;1;1;105;5800.0;1350.0;281.0;7431.0;Apartamento
Apartamento;Copacabana;3;0;1;160;5000.0;800.0;190.0;5990.0;Apartamento
Apartamento;Copacabana;4;1;3;217;9000.0;2754.0;650.0;12404.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;270;7000.0;2600.0;650.0;10250.0;Apartamento
Apartamento;Copacabana;1;0;0;45;1600.0;420.0;72.0;2092.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1392.0;289.0;3881.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;102;2700.0;1523.0;2944.0;7167.0;Apartamento
Apartamento;Copacabana;1;0;0;40;2000.0;617.0;24.0;2641.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1200.0;0.0;6200.0;Apartamento
Apartamento;Leblon;2;1;0;80;5000.0;1700.0;180.0;6880.0;Apartamento
Apartamento;Ipanema;3;1;1;150;6000.0;2200.0;500.0;8700.0;Apartamento
Apartamento;Ipanema;3;2;1;190;4500.0;2600.0;514.0;7614.0;Apartamento
Apartamento;Leblon;2;1;0;82;3800.0;1060.0;0.0;4860.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;180;5000.0;1400.0;500.0;6900.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;4100.0;1750.0;414.0;6264.0;Apartamento
Apartamento;Ipanema;2;1;0;124;4500.0;1177.0;297.0;5974.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0;4850.0;Apartamento
Apartamento;Botafogo;1;0;0;40;1800.0;350.0;0.0;2150.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;310;9500.0;2200.0;1750.0;13450.0;Apartamento
Apartamento;Ipanema;2;1;0;45;3000.0;500.0;30.0;3530.0;Apartamento
Apartamento;Flamengo;2;1;0;70;2600.0;900.0;120.0;3620.0;Apartamento
Apartamento;Ipanema;3;1;1;127;7000.0;1000.0;0.0;8000.0;Apartamento
Apartamento;Copacabana;3;1;1;100;8000.0;1050.0;340.0;9390.0;Apartamento
Apartamento;Ipanema;3;2;1;157;9000.0;2900.0;620.0;12520.0;Apartamento
Apartamento;Leblon;3;1;1;123;8000.0;1800.0;419.0;10219.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1860.0;450.0;5310.0;Apartamento
Apartamento;Copacabana;2;2;1;98;4200.0;760.0;250.0;5210.0;Apartamento
Apartamento;Tijuca;2;1;1;80;1500.0;500.0;30.0;2030.0;Apartamento
Apartamento;Copacabana;2;0;1;122;4400.0;585.0;0.0;4985.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;80;5000.0;1100.0;200.0;6300.0;Apartamento
Apartamento;Tijuca;3;1;2;100;2500.0;1300.0;283.0;4083.0;Apartamento
Apartamento;Tijuca;1;0;0;34;1400.0;251.0;24.0;1675.0;Apartamento
Apartamento;Ipanema;3;0;0;85;3450.0;654.0;143.0;4247.0;Apartamento
Apartamento;Ipanema;3;1;1;120;6500.0;1500.0;450.0;8450.0;Apartamento
Apartamento;Leblon;2;0;0;63;2200.0;900.0;175.0;3275.0;Apartamento
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0;4372.0;Apartamento
Apartamento;Botafogo;2;1;2;84;4230.0;1140.0;202.0;5572.0;Apartamento
Apartamento;Ipanema;2;1;0;100;4000.0;800.0;86.0;4886.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;127;4000.0;1615.0;3335.0;8950.0;Apartamento
Apartamento;Tijuca;2;1;1;97;2500.0;660.0;0.0;3160.0;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;129;3800.0;1900.0;0.0;5700.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;2000.0;1768.0;277.0;4045.0;Apartamento
Apartamento;Barra da Tijuca;3;1;2;190;5500.0;2850.0;660.0;9010.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1400.0;539.0;0.0;1939.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;300;4000.0;3800.0;8000.0;15800.0;Apartamento
Apartamento;Leblon;3;1;0;98;4000.0;1240.0;164.0;5404.0;Apartamento
Apartamento;Tijuca;3;0;0;80;1600.0;350.0;0.0;1950.0;Apartamento
Apartamento;Barra da Tijuca;3;1;2;100;3500.0;1300.0;276.0;5076.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0;8082.0;Apartamento
Apartamento;Ipanema;3;2;1;80;5700.0;1323.0;365.0;7388.0;Apartamento
Apartamento;Leblon;3;1;1;124;8000.0;2055.0;462.0;10517.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3400.0;540.0;12440.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;150;10000.0;3500.0;4000.0;17500.0;Apartamento
Apartamento;Tijuca;2;1;1;84;2750.0;690.0;182.0;3622.0;Apartamento
Apartamento;Barra da Tijuca;3;3;1;175;3900.0;1300.0;550.0;5750.0;Apartamento
Apartamento;Tijuca;1;0;0;42;1500.0;150.0;226.0;1876.0;Apartamento
Apartamento;Tijuca;3;2;1;120;2800.0;1600.0;170.0;4570.0;Apartamento
Apartamento;Flamengo;3;1;1;137;8000.0;1945.0;0.0;9945.0;Apartamento
Apartamento;Tijuca;3;1;0;81;1750.0;597.0;94.0;2441.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;104;5500.0;2700.0;650.0;8850.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;5000.0;2600.0;500.0;8100.0;Apartamento
Apartamento;Ipanema;3;1;1;250;10000.0;2400.0;1000.0;13400.0;Apartamento
Apartamento;Tijuca;3;0;0;80;1600.0;660.0;98.0;2358.0;Apartamento
Apartamento;Ipanema;2;0;0;75;3000.0;1600.0;150.0;4750.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;170;4200.0;1700.0;300.0;6200.0;Apartamento
Apartamento;Ipanema;3;1;1;170;8500.0;1650.0;440.0;10590.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2200.0;1236.0;141.0;3577.0;Apartamento
Apartamento;Leblon;3;1;0;120;4500.0;2000.0;275.0;6775.0;Apartamento
Apartamento;Botafogo;2;1;0;90;2500.0;654.0;95.0;3249.0;Apartamento
Apartamento;Leblon;3;2;2;160;5800.0;1700.0;300.0;7800.0;Apartamento
Apartamento;Ipanema;3;1;1;100;6500.0;250.0;211.0;6961.0;Apartamento
Apartamento;Leblon;4;1;2;220;7800.0;1980.0;0.0;9780.0;Apartamento
Apartamento;Leblon;1;0;0;90;7500.0;1400.0;0.0;8900.0;Apartamento
Apartamento;Copacabana;2;2;1;250;9500.0;1437.0;640.0;11577.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;104;2000.0;1750.0;0.0;3750.0;Apartamento
Apartamento;Tijuca;3;1;1;82;1800.0;1100.0;112.0;3012.0;Apartamento
Apartamento;Leblon;3;3;1;209;11000.0;1817.0;0.0;12817.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;1900.0;1200.0;300.0;3400.0;Apartamento
Apartamento;Tijuca;2;0;0;67;1400.0;480.0;48.0;1928.0;Apartamento
Apartamento;Barra da Tijuca;5;3;3;157;8500.0;2300.0;0.0;10800.0;Apartamento
Apartamento;Tijuca;3;0;3;110;2800.0;250.0;235.0;3285.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;180;7000.0;2400.0;667.0;10067.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;170;4700.0;1900.0;48.0;6648.0;Apartamento
Apartamento;Flamengo;1;0;0;36;1600.0;387.0;55.0;2042.0;Apartamento
Apartamento;Botafogo;1;1;0;59;2500.0;654.0;0.0;3154.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1650.0;900.0;180.0;2730.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;875.0;0.0;2675.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0;4350.0;Apartamento
Apartamento;Tijuca;2;1;1;68;1550.0;600.0;0.0;2150.0;Apartamento
Apartamento;Copacabana;4;1;1;320;6000.0;2630.0;600.0;9230.0;Apartamento
Apartamento;Tijuca;3;2;1;85;2350.0;900.0;96.0;3346.0;Apartamento
Apartamento;Ipanema;5;4;1;380;9000.0;4076.0;760.0;13836.0;Apartamento
Apartamento;Copacabana;4;0;2;130;8500.0;790.0;100.0;9390.0;Apartamento
Apartamento;Tijuca;3;1;1;126;1800.0;1109.0;162.0;3071.0;Apartamento
Apartamento;Flamengo;1;0;0;50;1800.0;525.0;45.0;2370.0;Apartamento
Apartamento;Ipanema;1;0;1;33;1800.0;565.0;0.0;2365.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;62;1100.0;680.0;99.0;1879.0;Apartamento
Apartamento;Flamengo;3;1;0;110;3000.0;699.0;190.0;3889.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;219;5300.0;2084.0;5700.0;13084.0;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;500.0;200.0;1900.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;85;2300.0;1009.0;0.0;3309.0;Apartamento
Apartamento;Leblon;2;1;2;130;11000.0;2600.0;6296.0;19896.0;Apartamento
Apartamento;Flamengo;3;0;1;178;4500.0;1500.0;220.0;6220.0;Apartamento
Apartamento;Barra da Tijuca;4;3;1;245;7000.0;2600.0;710.0;10310.0;Apartamento
Apartamento;Ipanema;2;1;0;95;6500.0;2179.0;473.0;9152.0;Apartamento
Apartamento;Ipanema;3;1;1;140;8000.0;1550.0;438.0;9988.0;Apartamento
Apartamento;Copacabana;1;0;0;30;2000.0;420.0;80.0;2500.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900.0;1390.0;5090.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2200.0;1050.0;0.0;3250.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2900.0;1307.0;215.0;4422.0;Apartamento
Apartamento;Botafogo;2;1;0;65;1900.0;600.0;102.0;2602.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;170;3300.0;14784.0;557.0;18641.0;Apartamento
Apartamento;Copacabana;1;0;0;35;1100.0;400.0;55.0;1555.0;Apartamento
Apartamento;Copacabana;3;0;0;160;6000.0;2000.0;220.0;8220.0;Apartamento
Apartamento;Ipanema;4;2;1;191;9500.0;3687.0;1503.0;14690.0;Apartamento
Apartamento;Tijuca;1;0;0;40;1100.0;350.0;50.0;1500.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;78;6800.0;1700.0;350.0;8850.0;Apartamento
Apartamento;Ipanema;1;0;0;58;2500.0;477.0;144.0;3121.0;Apartamento
Apartamento;Copacabana;1;0;0;32;1400.0;580.0;60.0;2040.0;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;900.0;0.0;5900.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;200;4900.0;2500.0;600.0;8000.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;230;3000.0;4200.0;700.0;7900.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;291;9500.0;4700.0;9000.0;23200.0;Apartamento
Apartamento;Ipanema;4;4;1;400;10000.0;3500.0;726.0;14226.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;170;5500.0;2060.0;510.0;8070.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;200;6700.0;1930.0;428.0;9058.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;8000.0;2100.0;3200.0;13300.0;Apartamento
Apartamento;Tijuca;3;2;1;102;2600.0;798.0;89.0;3487.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2850.0;850.0;130.0;3830.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;52;5000.0;2660.0;380.0;8040.0;Apartamento
Apartamento;Ipanema;2;1;0;120;9500.0;2050.0;0.0;11550.0;Apartamento
Apartamento;Copacabana;3;1;0;139;4000.0;1900.0;327.0;6227.0;Apartamento
Apartamento;Leblon;3;1;0;105;5000.0;1600.0;231.0;6831.0;Apartamento
Apartamento;Copacabana;1;0;1;90;3400.0;1000.0;0.0;4400.0;Apartamento
Apartamento;Copacabana;1;0;0;30;1700.0;600.0;24.0;2324.0;Apartamento
Apartamento;Leblon;1;0;1;135;10000.0;1900.0;500.0;12400.0;Apartamento
Apartamento;Flamengo;1;0;0;42;1500.0;517.0;21.0;2038.0;Apartamento
Apartamento;Tijuca;3;1;0;125;2500.0;1100.0;200.0;3800.0;Apartamento
Apartamento;Barra da Tijuca;4;2;3;153;3000.0;1800.0;497.0;5297.0;Apartamento
Apartamento;Tijuca;3;1;0;98;2200.0;630.0;0.0;2830.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;89;3000.0;1590.0;255.0;4845.0;Apartamento
Apartamento;Barra da Tijuca;4;1;1;112;4500.0;1500.0;190.0;6190.0;Apartamento
Apartamento;Copacabana;1;0;0;45;2150.0;550.0;0.0;2700.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;93;2700.0;1304.0;179.0;4183.0;Apartamento
Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0;5451.0;Apartamento
Apartamento;Tijuca;4;2;2;300;5000.0;1500.0;380.0;6880.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3800.0;1200.0;0.0;5000.0;Apartamento
Apartamento;Copacabana;3;1;1;280;8000.0;1200.0;400.0;9600.0;Apartamento
Apartamento;Tijuca;2;0;0;81;1800.0;665.0;86.0;2551.0;Apartamento
Apartamento;Ipanema;3;1;1;151;10000.0;2250.0;513.0;12763.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;860.0;205.0;3065.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1300.0;300.0;4100.0;Apartamento
Apartamento;Copacabana;3;1;0;380;4500.0;1980.0;0.0;6480.0;Apartamento
Apartamento;Copacabana;2;1;0;64;1800.0;697.0;0.0;2497.0;Apartamento
Apartamento;Botafogo;1;1;0;57;2150.0;880.0;86.0;3116.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;220;3000.0;1780.0;0.0;4780.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;560.0;77.0;2337.0;Apartamento
Apartamento;Ipanema;2;1;0;78;3000.0;1050.0;280.0;4330.0;Apartamento
Apartamento;Copacabana;3;1;0;140;3500.0;1000.0;120.0;4620.0;Apartamento
Apartamento;Tijuca;2;0;0;90;1400.0;600.0;35.0;2035.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;4500.0;1100.0;650.0;6250.0;Apartamento
Apartamento;Ipanema;1;0;0;37;1800.0;490.0;40.0;2330.0;Apartamento
Apartamento;Ipanema;2;1;2;120;7500.0;2278.0;262.0;10040.0;Apartamento
Apartamento;Copacabana;4;0;0;103;2800.0;953.0;240.0;3993.0;Apartamento
Apartamento;Tijuca;2;0;0;75;1700.0;280.0;0.0;1980.0;Apartamento
Apartamento;Ipanema;1;2;1;64;3770.0;1700.0;230.0;5700.0;Apartamento
Apartamento;Copacabana;2;1;1;80;5000.0;500.0;302.0;5802.0;Apartamento
Apartamento;Copacabana;3;0;0;105;3200.0;1176.0;172.0;4548.0;Apartamento
Apartamento;Tijuca;2;0;0;89;1400.0;60.0;0.0;1460.0;Apartamento
Apartamento;Botafogo;2;0;0;70;2300.0;1065.0;134.0;3499.0;Apartamento
Apartamento;Copacabana;4;1;0;150;7000.0;1500.0;261.0;8761.0;Apartamento
Apartamento;Ipanema;3;1;1;262;4300.0;1595.0;736.0;6631.0;Apartamento
Apartamento;Ipanema;3;1;1;108;8000.0;1352.0;350.0;9702.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;112;2200.0;1752.0;256.0;4208.0;Apartamento
Apartamento;Ipanema;3;1;1;180;8000.0;2760.0;465.0;11225.0;Apartamento
Apartamento;Leblon;2;1;0;70;2500.0;840.0;176.0;3516.0;Apartamento
Apartamento;Ipanema;3;1;1;110;3500.0;812.0;285.0;4597.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;222;8000.0;2700.0;4390.0;15090.0;Apartamento
Apartamento;Ipanema;1;0;0;40;2400.0;380.0;80.0;2860.0;Apartamento
Apartamento;Leblon;3;1;0;120;5800.0;1072.0;297.0;7169.0;Apartamento
Apartamento;Ipanema;3;1;1;116;10000.0;1700.0;430.0;12130.0;Apartamento
Apartamento;Tijuca;2;1;0;73;1700.0;500.0;0.0;2200.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;96;3400.0;1450.0;0.0;4850.0;Apartamento
Apartamento;Copacabana;2;0;0;90;3200.0;800.0;80.0;4080.0;Apartamento
Apartamento;Leblon;2;2;2;234;10000.0;3250.0;650.0;13900.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;149;3300.0;2200.0;400.0;5900.0;Apartamento
Apartamento;Leblon;3;1;1;150;7500.0;1700.0;497.0;9697.0;Apartamento
Apartamento;Copacabana;3;0;0;140;3500.0;1100.0;220.0;4820.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;96;3400.0;1300.0;0.0;4700.0;Apartamento
Apartamento;Ipanema;4;3;2;280;10000.0;4800.0;0.0;14800.0;Apartamento
Apartamento;Copacabana;3;0;0;66;3200.0;893.0;146.0;4239.0;Apartamento
Apartamento;Botafogo;4;0;0;132;7950.0;1682.0;340.0;9972.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;71;1500.0;720.0;0.0;2220.0;Apartamento
Apartamento;Ipanema;4;1;1;260;9000.0;4150.0;925.0;14075.0;Apartamento
Apartamento;Copacabana;3;0;1;270;10000.0;2350.0;650.0;13000.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;45;910.0;640.0;12.0;1562.0;Apartamento
Apartamento;Botafogo;1;0;0;45;1500.0;560.0;0.0;2060.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;121;2800.0;1190.0;209.0;4199.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1200.0;150.0;4850.0;Apartamento
Apartamento;Flamengo;2;1;1;95;4000.0;930.0;187.0;5117.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1310.0;0.0;3810.0;Apartamento
Apartamento;Leblon;2;0;2;60;5000.0;350.0;0.0;5350.0;Apartamento
Apartamento;Ipanema;3;1;1;125;5500.0;1710.0;220.0;7430.0;Apartamento
Apartamento;Botafogo;3;1;1;103;3500.0;1245.0;1619.0;6364.0;Apartamento
Apartamento;Botafogo;1;0;0;40;1700.0;400.0;24.0;2124.0;Apartamento
Apartamento;Copacabana;2;0;0;71;2400.0;605.0;0.0;3005.0;Apartamento
Apartamento;Tijuca;2;1;0;90;1700.0;470.0;91.0;2261.0;Apartamento
Apartamento;Copacabana;4;2;1;300;9500.0;2800.0;500.0;12800.0;Apartamento
Apartamento;Botafogo;3;1;1;101;5600.0;1310.0;270.0;7180.0;Apartamento
Apartamento;Flamengo;4;1;2;365;8500.0;2100.0;950.0;11550.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;120;3000.0;2100.0;300.0;5400.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;173;5499.0;2450.0;395.0;8344.0;Apartamento
Apartamento;Ipanema;2;0;0;90;9800.0;1133.0;0.0;10933.0;Apartamento
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;218.0;4018.0;Apartamento
Apartamento;Flamengo;2;1;0;70;1800.0;950.0;100.0;2850.0;Apartamento
Apartamento;Botafogo;1;0;0;40;1500.0;550.0;57.0;2107.0;Apartamento
Apartamento;Copacabana;3;2;2;154;5200.0;1490.0;315.0;7005.0;Apartamento
Apartamento;Copacabana;1;1;0;54;2400.0;613.0;131.0;3144.0;Apartamento
Apartamento;Barra da Tijuca;3;3;2;250;5800.0;2550.0;657.0;9007.0;Apartamento
Apartamento;Copacabana;2;0;0;81;2500.0;800.0;90.0;3390.0;Apartamento
Apartamento;Leblon;4;1;1;100;5500.0;1400.0;0.0;6900.0;Apartamento
Apartamento;Leblon;4;2;0;261;8500.0;3000.0;620.0;12120.0;Apartamento
Apartamento;Copacabana;4;2;1;279;3600.0;2025.0;370.0;5995.0;Apartamento
Apartamento;Copacabana;1;0;0;50;1300.0;420.0;24.0;1744.0;Apartamento
Apartamento;Botafogo;3;2;2;130;4200.0;1350.0;326.0;5876.0;Apartamento
Apartamento;Leblon;2;1;0;60;3200.0;1380.0;191.0;4771.0;Apartamento
Apartamento;Ipanema;3;1;0;116;4300.0;1290.0;234.0;5824.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;90;2800.0;1300.0;400.0;4500.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;65;1300.0;760.0;120.0;2180.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;3200.0;1938.0;3310.0;8448.0;Apartamento
Apartamento;Copacabana;2;0;0;70;2400.0;600.0;134.0;3134.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;200;8500.0;2160.0;350.0;11010.0;Apartamento
Apartamento;Tijuca;2;1;1;70;1850.0;550.0;0.0;2400.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;3000.0;1048.0;279.0;4327.0;Apartamento
Apartamento;Ipanema;3;1;1;120;5000.0;2000.0;774.0;7774.0;Apartamento
Apartamento;Leblon;3;1;0;140;6500.0;2055.0;498.0;9053.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;4300.0;2442.0;651.0;7393.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;72;1800.0;920.0;198.0;2918.0;Apartamento
Apartamento;Ipanema;1;1;1;110;9000.0;2900.0;670.0;12570.0;Apartamento
Apartamento;Tijuca;2;1;0;66;2200.0;712.0;65.0;2977.0;Apartamento
Apartamento;Copacabana;3;0;0;128;3000.0;1200.0;125.0;4325.0;Apartamento
Apartamento;Botafogo;1;1;0;73;2500.0;650.0;122.0;3272.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;345.0;11145.0;Apartamento
Apartamento;Leblon;3;1;0;120;4700.0;1650.0;179.0;6529.0;Apartamento
Apartamento;Botafogo;1;0;0;30;1400.0;481.0;26.0;1907.0;Apartamento
Apartamento;Flamengo;3;2;1;100;3100.0;950.0;271.0;4321.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;103;2600.0;1350.0;230.0;4180.0;Apartamento
Apartamento;Botafogo;1;0;0;31;1400.0;431.0;29.0;1860.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;62;2700.0;1269.0;212.0;4181.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;65;2200.0;1200.0;120.0;3520.0;Apartamento
Apartamento;Ipanema;3;0;1;145;6999.0;700.0;130.0;7829.0;Apartamento
Apartamento;Copacabana;1;0;0;42;1800.0;1697.0;37.0;3534.0;Apartamento
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0;4372.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;3700.0;1400.0;270.0;5370.0;Apartamento
Apartamento;Flamengo;1;0;0;38;1850.0;467.0;29.0;2346.0;Apartamento
Apartamento;Copacabana;2;0;1;70;2200.0;578.0;95.0;2873.0;Apartamento
Apartamento;Flamengo;4;1;2;190;6000.0;1700.0;420.0;8120.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1500.0;960.0;142.0;2602.0;Apartamento
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0;4240.0;Apartamento
Apartamento;Copacabana;2;2;1;90;7000.0;3352.0;354.0;10706.0;Apartamento
Apartamento;Botafogo;1;0;0;70;1800.0;650.0;70.0;2520.0;Apartamento
Apartamento;Copacabana;2;0;0;72;2250.0;850.0;72.0;3172.0;Apartamento
Apartamento;Ipanema;4;1;2;210;7000.0;2900.0;717.0;10617.0;Apartamento
Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0;5737.0;Apartamento
Apartamento;Copacabana;3;1;0;77;3000.0;958.0;141.0;4099.0;Apartamento
Apartamento;Tijuca;4;1;1;190;2800.0;900.0;180.0;3880.0;Apartamento
Apartamento;Ipanema;3;1;1;160;8500.0;1300.0;370.0;10170.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;86;2000.0;759.0;0.0;2759.0;Apartamento
Apartamento;Copacabana;3;2;1;140;4500.0;1450.0;230.0;6180.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;1300.0;704.0;0.0;2004.0;Apartamento
Apartamento;Ipanema;4;1;1;220;9000.0;1800.0;498.0;11298.0;Apartamento
Apartamento;Tijuca;1;1;0;68;1600.0;447.0;64.0;2111.0;Apartamento
Apartamento;Leblon;3;1;0;120;5500.0;1605.0;405.0;7510.0;Apartamento
Apartamento;Leblon;3;1;1;130;7500.0;1900.0;654.0;10054.0;Apartamento
Apartamento;Copacabana;1;0;0;38;1500.0;365.0;74.0;1939.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;9000.0;2433.0;807.0;12240.0;Apartamento
Apartamento;Botafogo;1;1;0;50;2600.0;660.0;107.0;3367.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;96;2500.0;1603.0;235.0;4338.0;Apartamento
Apartamento;Leblon;1;0;0;19;1450.0;502.0;0.0;1952.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;4000.0;2750.0;0.0;6750.0;Apartamento
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;12000.0;Apartamento
Apartamento;Ipanema;4;3;1;180;8000.0;1800.0;600.0;10400.0;Apartamento
Apartamento;Copacabana;2;0;0;56;2300.0;767.0;130.0;3197.0;Apartamento
Apartamento;Botafogo;2;1;2;82;4800.0;1150.0;197.0;6147.0;Apartamento
Apartamento;Ipanema;2;0;0;60;2900.0;507.0;125.0;3532.0;Apartamento
Apartamento;Ipanema;2;1;1;80;5000.0;1230.0;260.0;6490.0;Apartamento
Apartamento;Leblon;4;2;0;167;4500.0;5000.0;750.0;10250.0;Apartamento
Apartamento;Leblon;2;1;2;93;5900.0;1240.0;320.0;7460.0;Apartamento
